method,dataset,dtype,filt,ncells_fact,repl,FPR
edgeRLRT,GSE45719null,full-length,TPM_1_25p,6,4,0.0259830073108081
edgeRLRT,GSE45719null,full-length,TPM_1_25p,6,5,0.0302325581395349
Wilcoxon,GSE45719null,full-length,TPM_1_25p,24,1,0.0546525995627792
Wilcoxon,GSE45719null,full-length,TPM_1_25p,12,1,0.0385420631899505
Wilcoxon,GSE45719null,full-length,TPM_1_25p,12,2,0.0398882358608729
Wilcoxon,GSE45719null,full-length,TPM_1_25p,12,3,0.0377139541630403
Wilcoxon,GSE45719null,full-length,TPM_1_25p,12,4,0.0388644150758688
Wilcoxon,GSE45719null,full-length,TPM_1_25p,12,5,0.0358920367534456
Wilcoxon,GSE45719null,full-length,TPM_1_25p,6,1,0.043377383234137
Wilcoxon,GSE45719null,full-length,TPM_1_25p,6,2,0.0390323236430169
Wilcoxon,GSE45719null,full-length,TPM_1_25p,6,3,0.0445198642443601
Wilcoxon,GSE45719null,full-length,TPM_1_25p,6,4,0.0281564908120925
Wilcoxon,GSE45719null,full-length,TPM_1_25p,6,5,0.0381782945736434
edgeRQLF,GSE45719null,full-length,TPM_1_25p,24,1,0.0556030795551754
edgeRQLF,GSE45719null,full-length,TPM_1_25p,12,1,0.0249333840883137
edgeRQLF,GSE45719null,full-length,TPM_1_25p,12,2,0.0466326235668176
edgeRQLF,GSE45719null,full-length,TPM_1_25p,12,3,0.0422589691519195
edgeRQLF,GSE45719null,full-length,TPM_1_25p,12,4,0.0297601566324033
edgeRQLF,GSE45719null,full-length,TPM_1_25p,12,5,0.0422090352220521
edgeRQLF,GSE45719null,full-length,TPM_1_25p,6,1,0.0282457379199032
edgeRQLF,GSE45719null,full-length,TPM_1_25p,6,2,0.0359829233584062
edgeRQLF,GSE45719null,full-length,TPM_1_25p,6,3,0.0526053104412058
edgeRQLF,GSE45719null,full-length,TPM_1_25p,6,4,0.0193637621023513
edgeRQLF,GSE45719null,full-length,TPM_1_25p,6,5,0.0252906976744186
BPSC,GSE45719null,full-length,TPM_1_25p,24,1,0.0784463061690785
BPSC,GSE45719null,full-length,TPM_1_25p,12,1,0.0610127546164097
BPSC,GSE45719null,full-length,TPM_1_25p,12,2,0.0762695501061981
BPSC,GSE45719null,full-length,TPM_1_25p,12,3,0.0757825370675453
BPSC,GSE45719null,full-length,TPM_1_25p,12,4,0.0743461651483985
BPSC,GSE45719null,full-length,TPM_1_25p,12,5,0.0711132437619962
BPSC,GSE45719null,full-length,TPM_1_25p,6,1,0.075725406935598
BPSC,GSE45719null,full-length,TPM_1_25p,6,2,0.0878729253640159
BPSC,GSE45719null,full-length,TPM_1_25p,6,3,0.100621367007416
BPSC,GSE45719null,full-length,TPM_1_25p,6,4,0.0570439940682155
BPSC,GSE45719null,full-length,TPM_1_25p,6,5,0.0622334238076774
DESeq2,GSE45719null,full-length,TPM_1_25p,24,1,0.0513259195893926
DESeq2,GSE45719null,full-length,TPM_1_25p,12,1,0.0385420631899505
DESeq2,GSE45719null,full-length,TPM_1_25p,12,2,0.0431640813180461
DESeq2,GSE45719null,full-length,TPM_1_25p,12,3,0.0408084324533411
DESeq2,GSE45719null,full-length,TPM_1_25p,12,4,0.0414096916299559
DESeq2,GSE45719null,full-length,TPM_1_25p,12,5,0.0390505359877489
DESeq2,GSE45719null,full-length,TPM_1_25p,6,1,0.0548335974643423
DESeq2,GSE45719null,full-length,TPM_1_25p,6,2,0.0606272589483502
DESeq2,GSE45719null,full-length,TPM_1_25p,6,3,0.0585807634987963
DESeq2,GSE45719null,full-length,TPM_1_25p,6,4,0.0377064506076659
DESeq2,GSE45719null,full-length,TPM_1_25p,6,5,0.0444488344527855
DESeq2nofilt,GSE45719null,full-length,TPM_1_25p,24,1,0.119285239045718
DESeq2nofilt,GSE45719null,full-length,TPM_1_25p,12,1,0.0433003425961172
DESeq2nofilt,GSE45719null,full-length,TPM_1_25p,12,2,0.105501493400135
DESeq2nofilt,GSE45719null,full-length,TPM_1_25p,12,3,0.103665022725075
DESeq2nofilt,GSE45719null,full-length,TPM_1_25p,12,4,0.0494371023005384
DESeq2nofilt,GSE45719null,full-length,TPM_1_25p,12,5,0.102124808575804
DESeq2nofilt,GSE45719null,full-length,TPM_1_25p,6,1,0.0593160496317966
DESeq2nofilt,GSE45719null,full-length,TPM_1_25p,6,2,0.10825371010368
DESeq2nofilt,GSE45719null,full-length,TPM_1_25p,6,3,0.120782591335596
DESeq2nofilt,GSE45719null,full-length,TPM_1_25p,6,4,0.0424817229796483
DESeq2nofilt,GSE45719null,full-length,TPM_1_25p,6,5,0.0450581395348837
edgeRLRTdeconv,GSE45719null,full-length,TPM_1_25p,24,1,0.0603554795171562
edgeRLRTdeconv,GSE45719null,full-length,TPM_1_25p,12,1,0.0355919299581271
edgeRLRTdeconv,GSE45719null,full-length,TPM_1_25p,12,2,0.062433760477888
edgeRLRTdeconv,GSE45719null,full-length,TPM_1_25p,12,3,0.0619862682525868
edgeRLRTdeconv,GSE45719null,full-length,TPM_1_25p,12,4,0.047870778267254
edgeRLRTdeconv,GSE45719null,full-length,TPM_1_25p,12,5,0.0651799387442573
edgeRLRTdeconv,GSE45719null,full-length,TPM_1_25p,6,1,0.037122969837587
edgeRLRTdeconv,GSE45719null,full-length,TPM_1_25p,6,2,0.0605814189875991
edgeRLRTdeconv,GSE45719null,full-length,TPM_1_25p,6,3,0.0757636254741465
edgeRLRTdeconv,GSE45719null,full-length,TPM_1_25p,6,4,0.0303299743133768
edgeRLRTdeconv,GSE45719null,full-length,TPM_1_25p,6,5,0.0308139534883721
MASTcpm,GSE45719null,full-length,TPM_1_25p,24,1,0.0380191996958464
MASTcpm,GSE45719null,full-length,TPM_1_25p,12,1,0.0295964979063571
MASTcpm,GSE45719null,full-length,TPM_1_25p,12,2,0.031216880238944
MASTcpm,GSE45719null,full-length,TPM_1_25p,12,3,0.0303645682235761
MASTcpm,GSE45719null,full-length,TPM_1_25p,12,4,0.0287812041116006
MASTcpm,GSE45719null,full-length,TPM_1_25p,12,5,0.0335949464012251
MASTcpm,GSE45719null,full-length,TPM_1_25p,6,1,0.036215071118733
MASTcpm,GSE45719null,full-length,TPM_1_25p,6,2,0.0379142102053263
MASTcpm,GSE45719null,full-length,TPM_1_25p,6,3,0.0335396286683969
MASTcpm,GSE45719null,full-length,TPM_1_25p,6,4,0.0257854179016005
MASTcpm,GSE45719null,full-length,TPM_1_25p,6,5,0.0333333333333333
MASTcpmDetRate,GSE45719null,full-length,TPM_1_25p,24,1,0.047523999619808
MASTcpmDetRate,GSE45719null,full-length,TPM_1_25p,12,1,0.0385420631899505
MASTcpmDetRate,GSE45719null,full-length,TPM_1_25p,12,2,0.0322767125927353
MASTcpmDetRate,GSE45719null,full-length,TPM_1_25p,12,3,0.037037037037037
MASTcpmDetRate,GSE45719null,full-length,TPM_1_25p,12,4,0.0421928536465981
MASTcpmDetRate,GSE45719null,full-length,TPM_1_25p,12,5,0.0354134762633997
MASTcpmDetRate,GSE45719null,full-length,TPM_1_25p,6,1,0.0475133662866942
MASTcpmDetRate,GSE45719null,full-length,TPM_1_25p,6,2,0.0373043301484041
MASTcpmDetRate,GSE45719null,full-length,TPM_1_25p,6,3,0.0450189658614494
MASTcpmDetRate,GSE45719null,full-length,TPM_1_25p,6,4,0.0396166765461371
MASTcpmDetRate,GSE45719null,full-length,TPM_1_25p,6,5,0.0408914728682171
MASTtpm,GSE45719null,full-length,TPM_1_25p,24,1,0.0364984317080125
MASTtpm,GSE45719null,full-length,TPM_1_25p,12,1,0.027312523791397
MASTtpm,GSE45719null,full-length,TPM_1_25p,12,2,0.0280373831775701
MASTtpm,GSE45719null,full-length,TPM_1_25p,12,3,0.0260129581278406
MASTtpm,GSE45719null,full-length,TPM_1_25p,12,4,0.0266275085658346
MASTtpm,GSE45719null,full-length,TPM_1_25p,12,5,0.0295750382848392
MASTtpm,GSE45719null,full-length,TPM_1_25p,6,1,0.029960657722183
MASTtpm,GSE45719null,full-length,TPM_1_25p,6,2,0.0287660093514942
MASTtpm,GSE45719null,full-length,TPM_1_25p,6,3,0.0239568776202835
MASTtpm,GSE45719null,full-length,TPM_1_25p,6,4,0.0198577356253705
MASTtpm,GSE45719null,full-length,TPM_1_25p,6,5,0.0250968992248062
MASTtpmDetRate,GSE45719null,full-length,TPM_1_25p,24,1,0.0446725596426195
MASTtpmDetRate,GSE45719null,full-length,TPM_1_25p,12,1,0.0354967643700038
MASTtpmDetRate,GSE45719null,full-length,TPM_1_25p,12,2,0.0279410347817709
MASTtpmDetRate,GSE45719null,full-length,TPM_1_25p,12,3,0.0324920220481578
MASTtpmDetRate,GSE45719null,full-length,TPM_1_25p,12,4,0.0382770435633872
MASTtpmDetRate,GSE45719null,full-length,TPM_1_25p,12,5,0.0303407350689127
MASTtpmDetRate,GSE45719null,full-length,TPM_1_25p,6,1,0.0373247251084435
MASTtpmDetRate,GSE45719null,full-length,TPM_1_25p,6,2,0.0236836755438097
MASTtpmDetRate,GSE45719null,full-length,TPM_1_25p,6,3,0.0304451986424436
MASTtpmDetRate,GSE45719null,full-length,TPM_1_25p,6,4,0.029045643153527
MASTtpmDetRate,GSE45719null,full-length,TPM_1_25p,6,5,0.0308139534883721
SCDE,GSE45719null,full-length,TPM_1_25p,24,1,0.00722364794221082
SCDE,GSE45719null,full-length,TPM_1_25p,12,1,0.00904073087171679
SCDE,GSE45719null,full-length,TPM_1_25p,12,2,0.0104056267463147
SCDE,GSE45719null,full-length,TPM_1_25p,12,3,0.0121845082680592
SCDE,GSE45719null,full-length,TPM_1_25p,12,4,0.0133137542829173
SCDE,GSE45719null,full-length,TPM_1_25p,12,5,0.00794410413476263
SCDE,GSE45719null,full-length,TPM_1_25p,6,1,0.0126097044285282
SCDE,GSE45719null,full-length,TPM_1_25p,6,2,0.0110794877007522
SCDE,GSE45719null,full-length,TPM_1_25p,6,3,0.0140746656019165
SCDE,GSE45719null,full-length,TPM_1_25p,6,4,0.0108674175064217
SCDE,GSE45719null,full-length,TPM_1_25p,6,5,0.0162790697674419
edgeRLRTrobust,GSE45719null,full-length,TPM_1_25p,24,1,0.053702119570383
edgeRLRTrobust,GSE45719null,full-length,TPM_1_25p,12,1,0.0539588884659307
edgeRLRTrobust,GSE45719null,full-length,TPM_1_25p,12,2,0.0483668946912034
edgeRLRTrobust,GSE45719null,full-length,TPM_1_25p,12,3,0.0426457789382071
edgeRLRTrobust,GSE45719null,full-length,TPM_1_25p,12,4,0.0505139500734214
edgeRLRTrobust,GSE45719null,full-length,TPM_1_25p,12,5,0.042687595712098
edgeRLRTrobust,GSE45719null,full-length,TPM_1_25p,6,1,0.0651669524866337
edgeRLRTrobust,GSE45719null,full-length,TPM_1_25p,6,2,0.0521447448668429
edgeRLRTrobust,GSE45719null,full-length,TPM_1_25p,6,3,0.0636853663405869
edgeRLRTrobust,GSE45719null,full-length,TPM_1_25p,6,4,0.0419877494566291
edgeRLRTrobust,GSE45719null,full-length,TPM_1_25p,6,5,0.0572674418604651
voomlimma,GSE45719null,full-length,TPM_1_25p,24,1,0.0508506795931946
voomlimma,GSE45719null,full-length,TPM_1_25p,12,1,0.0433955081842406
voomlimma,GSE45719null,full-length,TPM_1_25p,12,2,0.0472107139416129
voomlimma,GSE45719null,full-length,TPM_1_25p,12,3,0.0365535248041775
voomlimma,GSE45719null,full-length,TPM_1_25p,12,4,0.0422907488986784
voomlimma,GSE45719null,full-length,TPM_1_25p,12,5,0.0429747320061256
voomlimma,GSE45719null,full-length,TPM_1_25p,6,1,0.0560879652980934
voomlimma,GSE45719null,full-length,TPM_1_25p,6,2,0.0564139052652978
voomlimma,GSE45719null,full-length,TPM_1_25p,6,3,0.0480135755639848
voomlimma,GSE45719null,full-length,TPM_1_25p,6,4,0.0339853783837186
voomlimma,GSE45719null,full-length,TPM_1_25p,6,5,0.05
SeuratBimod,GSE45719null,full-length,TPM_1_25p,24,1,0.674358974358974
SeuratBimod,GSE45719null,full-length,TPM_1_25p,12,1,0.356973995271868
SeuratBimod,GSE45719null,full-length,TPM_1_25p,12,2,0.53958587088916
SeuratBimod,GSE45719null,full-length,TPM_1_25p,12,3,0.518475750577367
SeuratBimod,GSE45719null,full-length,TPM_1_25p,12,4,0.341142020497804
SeuratBimod,GSE45719null,full-length,TPM_1_25p,12,5,0.5273390036452
SeuratBimod,GSE45719null,full-length,TPM_1_25p,6,1,0.247682119205298
SeuratBimod,GSE45719null,full-length,TPM_1_25p,6,2,0.351325757575758
SeuratBimod,GSE45719null,full-length,TPM_1_25p,6,3,0.384574749075541
SeuratBimod,GSE45719null,full-length,TPM_1_25p,6,4,0.269557823129252
SeuratBimod,GSE45719null,full-length,TPM_1_25p,6,5,0.287037037037037
SeuratBimodnofilt,GSE45719null,full-length,TPM_1_25p,24,1,0.201881950384944
SeuratBimodnofilt,GSE45719null,full-length,TPM_1_25p,12,1,0.123715264560335
SeuratBimodnofilt,GSE45719null,full-length,TPM_1_25p,12,2,0.187012236246267
SeuratBimodnofilt,GSE45719null,full-length,TPM_1_25p,12,3,0.183251136253747
SeuratBimodnofilt,GSE45719null,full-length,TPM_1_25p,12,4,0.150367107195301
SeuratBimodnofilt,GSE45719null,full-length,TPM_1_25p,12,5,0.1781202143951
SeuratBimodnofilt,GSE45719null,full-length,TPM_1_25p,6,1,0.138303238172097
SeuratBimodnofilt,GSE45719null,full-length,TPM_1_25p,6,2,0.195568204919699
SeuratBimodnofilt,GSE45719null,full-length,TPM_1_25p,6,3,0.191355559992014
SeuratBimodnofilt,GSE45719null,full-length,TPM_1_25p,6,4,0.124975301323849
SeuratBimodnofilt,GSE45719null,full-length,TPM_1_25p,6,5,0.117054263565891
SeuratBimodIsExpr2,GSE45719null,full-length,TPM_1_25p,24,1,0.25
SeuratBimodIsExpr2,GSE45719null,full-length,TPM_1_25p,12,1,0.15625
SeuratBimodIsExpr2,GSE45719null,full-length,TPM_1_25p,12,2,0.181818181818182
SeuratBimodIsExpr2,GSE45719null,full-length,TPM_1_25p,12,3,0.0444444444444444
SeuratBimodIsExpr2,GSE45719null,full-length,TPM_1_25p,12,4,0.0416666666666667
SeuratBimodIsExpr2,GSE45719null,full-length,TPM_1_25p,12,5,0.108695652173913
SeuratBimodIsExpr2,GSE45719null,full-length,TPM_1_25p,6,1,0.05
SeuratBimodIsExpr2,GSE45719null,full-length,TPM_1_25p,6,2,0.1875
SeuratBimodIsExpr2,GSE45719null,full-length,TPM_1_25p,6,3,0.268041237113402
SeuratBimodIsExpr2,GSE45719null,full-length,TPM_1_25p,6,4,0.036144578313253
SeuratBimodIsExpr2,GSE45719null,full-length,TPM_1_25p,6,5,0.153846153846154
SeuratTobit,GSE45719null,full-length,TPM_1_25p,24,1,0.0558106315682073
SeuratTobit,GSE45719null,full-length,TPM_1_25p,12,1,0.0544301207284633
SeuratTobit,GSE45719null,full-length,TPM_1_25p,12,2,0.0582574503311258
SeuratTobit,GSE45719null,full-length,TPM_1_25p,12,3,0.0478855721393035
SeuratTobit,GSE45719null,full-length,TPM_1_25p,12,4,0.0552995391705069
SeuratTobit,GSE45719null,full-length,TPM_1_25p,12,5,0.0504502660663119
SeuratTobit,GSE45719null,full-length,TPM_1_25p,6,1,0.0682968867822902
SeuratTobit,GSE45719null,full-length,TPM_1_25p,6,2,0.0617150281507146
SeuratTobit,GSE45719null,full-length,TPM_1_25p,6,3,0.0650881291144617
SeuratTobit,GSE45719null,full-length,TPM_1_25p,6,4,0.0563305854998943
SeuratTobit,GSE45719null,full-length,TPM_1_25p,6,5,0.0669090909090909
DESeq2census,GSE45719null,full-length,TPM_1_25p,24,1,0.0232156354605334
DESeq2census,GSE45719null,full-length,TPM_1_25p,12,1,0.0141326646911329
DESeq2census,GSE45719null,full-length,TPM_1_25p,12,2,0.0116411778132846
DESeq2census,GSE45719null,full-length,TPM_1_25p,12,3,0.0111648250460405
DESeq2census,GSE45719null,full-length,TPM_1_25p,12,4,0.0149392009264621
DESeq2census,GSE45719null,full-length,TPM_1_25p,12,5,0.0123090950535674
DESeq2census,GSE45719null,full-length,TPM_1_25p,6,1,0.0126903553299492
DESeq2census,GSE45719null,full-length,TPM_1_25p,6,2,0.0126860841423948
DESeq2census,GSE45719null,full-length,TPM_1_25p,6,3,0.0146279949558638
DESeq2census,GSE45719null,full-length,TPM_1_25p,6,4,0.00666239590006406
DESeq2census,GSE45719null,full-length,TPM_1_25p,6,5,0.00514300050175615
edgeRLRTcensus,GSE45719null,full-length,TPM_1_25p,24,1,0.045052751639578
edgeRLRTcensus,GSE45719null,full-length,TPM_1_25p,12,1,0.022173582032737
edgeRLRTcensus,GSE45719null,full-length,TPM_1_25p,12,2,0.0386357067154832
edgeRLRTcensus,GSE45719null,full-length,TPM_1_25p,12,3,0.0383908712890436
edgeRLRTcensus,GSE45719null,full-length,TPM_1_25p,12,4,0.0279980420949584
edgeRLRTcensus,GSE45719null,full-length,TPM_1_25p,12,5,0.036083460949464
edgeRLRTcensus,GSE45719null,full-length,TPM_1_25p,6,1,0.0291536366387572
edgeRLRTcensus,GSE45719null,full-length,TPM_1_25p,6,2,0.049806871315308
edgeRLRTcensus,GSE45719null,full-length,TPM_1_25p,6,3,0.0502096226791775
edgeRLRTcensus,GSE45719null,full-length,TPM_1_25p,6,4,0.0197589409207666
edgeRLRTcensus,GSE45719null,full-length,TPM_1_25p,6,5,0.0153100775193798
monoclecensus,GSE45719null,full-length,TPM_1_25p,24,1,0.0477140956182872
monoclecensus,GSE45719null,full-length,TPM_1_25p,12,1,0.0306433193757137
monoclecensus,GSE45719null,full-length,TPM_1_25p,12,2,0.0432604297138453
monoclecensus,GSE45719null,full-length,TPM_1_25p,12,3,0.0447732327627889
monoclecensus,GSE45719null,full-length,TPM_1_25p,12,4,0.0372980910425844
monoclecensus,GSE45719null,full-length,TPM_1_25p,12,5,0.0429747320061256
monoclecensus,GSE45719null,full-length,TPM_1_25p,6,1,0.0385352567335822
monoclecensus,GSE45719null,full-length,TPM_1_25p,6,2,0.0624110591583655
monoclecensus,GSE45719null,full-length,TPM_1_25p,6,3,0.0607905769614694
monoclecensus,GSE45719null,full-length,TPM_1_25p,6,4,0.0263781861292235
monoclecensus,GSE45719null,full-length,TPM_1_25p,6,5,0.0185077519379845
monocle,GSE45719null,full-length,TPM_1_25p,24,1,0.0562684155498527
monocle,GSE45719null,full-length,TPM_1_25p,12,1,0.0544347164065474
monocle,GSE45719null,full-length,TPM_1_25p,12,2,0.0604104441661046
monocle,GSE45719null,full-length,TPM_1_25p,12,3,0.0562808239048448
monocle,GSE45719null,full-length,TPM_1_25p,12,4,0.0521781693587861
monocle,GSE45719null,full-length,TPM_1_25p,12,5,0.0560872894333844
monocle,GSE45719null,full-length,TPM_1_25p,6,1,0.0866538888328458
monocle,GSE45719null,full-length,TPM_1_25p,6,2,0.0901606017483228
monocle,GSE45719null,full-length,TPM_1_25p,6,3,0.090537033339988
monocle,GSE45719null,full-length,TPM_1_25p,6,4,0.0677731673582296
monocle,GSE45719null,full-length,TPM_1_25p,6,5,0.0790697674418605
D3E,GSE45719null,full-length,TPM_1_25p,24,1,0.0526565915787473
D3E,GSE45719null,full-length,TPM_1_25p,12,1,0.0469434393448867
D3E,GSE45719null,full-length,TPM_1_25p,12,2,0.0481010217852323
D3E,GSE45719null,full-length,TPM_1_25p,12,3,0.0405418480890179
D3E,GSE45719null,full-length,TPM_1_25p,12,4,0.0416054821341165
D3E,GSE45719null,full-length,TPM_1_25p,12,5,0.0416467209191001
D3E,GSE45719null,full-length,TPM_1_25p,6,1,0.0641922725889869
D3E,GSE45719null,full-length,TPM_1_25p,6,2,0.0558682083290699
D3E,GSE45719null,full-length,TPM_1_25p,6,3,0.0879010359046565
D3E,GSE45719null,full-length,TPM_1_25p,6,4,0.0505774591796097
D3E,GSE45719null,full-length,TPM_1_25p,6,5,0.0613478981761436
limmatrend,GSE45719null,full-length,TPM_1_25p,24,1,0.0481893356144853
limmatrend,GSE45719null,full-length,TPM_1_25p,12,1,0.0404453749524172
limmatrend,GSE45719null,full-length,TPM_1_25p,12,2,0.0405626746314674
limmatrend,GSE45719null,full-length,TPM_1_25p,12,3,0.0335557489604487
limmatrend,GSE45719null,full-length,TPM_1_25p,12,4,0.0379833578071464
limmatrend,GSE45719null,full-length,TPM_1_25p,12,5,0.0388591117917305
limmatrend,GSE45719null,full-length,TPM_1_25p,6,1,0.0477151215575507
limmatrend,GSE45719null,full-length,TPM_1_25p,6,2,0.0414718438707054
limmatrend,GSE45719null,full-length,TPM_1_25p,6,3,0.0421241764823318
limmatrend,GSE45719null,full-length,TPM_1_25p,6,4,0.0305275637225845
limmatrend,GSE45719null,full-length,TPM_1_25p,6,5,0.0435077519379845
ROTSvoom,GSE45719null,full-length,TPM_1_25p,24,1,0.0513259195893926
ROTSvoom,GSE45719null,full-length,TPM_1_25p,12,1,0.0437761705367339
ROTSvoom,GSE45719null,full-length,TPM_1_25p,12,2,0.052798920897967
ROTSvoom,GSE45719null,full-length,TPM_1_25p,12,3,0.0400348128807659
ROTSvoom,GSE45719null,full-length,TPM_1_25p,12,4,0.0378854625550661
ROTSvoom,GSE45719null,full-length,TPM_1_25p,12,5,0.0485260336906585
ROTSvoom,GSE45719null,full-length,TPM_1_25p,6,1,0.0529607585998184
ROTSvoom,GSE45719null,full-length,TPM_1_25p,6,2,0.0537710916853019
ROTSvoom,GSE45719null,full-length,TPM_1_25p,6,3,0.0546017169095628
ROTSvoom,GSE45719null,full-length,TPM_1_25p,6,4,0.0359612724757953
ROTSvoom,GSE45719null,full-length,TPM_1_25p,6,5,0.047093023255814
ROTScpm,GSE45719null,full-length,TPM_1_25p,24,1,0.0529417355764661
ROTScpm,GSE45719null,full-length,TPM_1_25p,12,1,0.0443471640654739
ROTScpm,GSE45719null,full-length,TPM_1_25p,12,2,0.0441275652760382
ROTScpm,GSE45719null,full-length,TPM_1_25p,12,3,0.0412919446862006
ROTScpm,GSE45719null,full-length,TPM_1_25p,12,4,0.045717082721488
ROTScpm,GSE45719null,full-length,TPM_1_25p,12,5,0.0424961715160796
ROTScpm,GSE45719null,full-length,TPM_1_25p,6,1,0.0537677796832442
ROTScpm,GSE45719null,full-length,TPM_1_25p,6,2,0.0464525310022362
ROTScpm,GSE45719null,full-length,TPM_1_25p,6,3,0.0556997404671591
ROTScpm,GSE45719null,full-length,TPM_1_25p,6,4,0.0406046235921755
ROTScpm,GSE45719null,full-length,TPM_1_25p,6,5,0.0469961240310078
ROTStpm,GSE45719null,full-length,TPM_1_25p,24,1,0.0525615435795077
ROTStpm,GSE45719null,full-length,TPM_1_25p,12,1,0.0455843167110773
ROTStpm,GSE45719null,full-length,TPM_1_25p,12,2,0.0487522882744002
ROTStpm,GSE45719null,full-length,TPM_1_25p,12,3,0.0396480030944783
ROTStpm,GSE45719null,full-length,TPM_1_25p,12,4,0.0453255017131669
ROTStpm,GSE45719null,full-length,TPM_1_25p,12,5,0.0435490045941807
