method,dataset,dtype,filt,ncells_fact,repl,thr,TPR,FDR,AUROC,fracNA,fdrcontrol
ROTStpm,GSE45719sim123,full-length,TPM_1_25p,6,1,thr0.05,0.0606601248884924,0.0144927536231884,0.835353693031729,0,in range
ROTSvoom,GSE45719sim123,full-length,TPM_1_25p,6,1,thr0.05,0.28278322925959,0.0216049382716049,0.852271919822781,0,low FDP
SAMseq,GSE45719sim123,full-length,TPM_1_25p,6,1,thr0.05,0.273862622658341,0.0253968253968254,0.846473387470579,0.111717377231111,in range
scDD,GSE45719sim123,full-length,TPM_1_25p,6,1,thr0.05,0,0,0.74409230710891,0.0554887635253861,low FDP
SCDE,GSE45719sim123,full-length,TPM_1_25p,6,1,thr0.05,0.117752007136485,0,0.872606521725524,0,low FDP
SeuratBimod,GSE45719sim123,full-length,TPM_1_25p,6,1,thr0.05,0.545941123996432,0.406976744186047,0.771209450909604,0.764357717562194,high FDP
SeuratBimodIsExpr2,GSE45719sim123,full-length,TPM_1_25p,6,1,thr0.05,0.107047279214987,0.04,0.549044007712293,0.978914269860353,in range
SeuratBimodnofilt,GSE45719sim123,full-length,TPM_1_25p,6,1,thr0.05,0.698483496877788,0.524012158054711,0.878581404492996,0,high FDP
SeuratTobit,GSE45719sim123,full-length,TPM_1_25p,6,1,thr0.05,0.0490633363068689,0.0178571428571429,0.696194070870777,0.0539165818921668,in range
ttest,GSE45719sim123,full-length,TPM_1_25p,6,1,thr0.05,0.212310437109723,0.0165289256198347,0.862650454700585,0,low FDP
voomlimma,GSE45719sim123,full-length,TPM_1_25p,6,1,thr0.05,0.225691347011597,0.0488721804511278,0.846644169409793,0,in range
Wilcoxon,GSE45719sim123,full-length,TPM_1_25p,6,1,thr0.05,0,0,0.84810421462766,0,low FDP
zinbwaveDESeq2,GSE45719sim123,full-length,TPM_1_25p,6,1,thr0.05,0.586083853702052,0.25,0.865527838146399,0.0337556644779432,high FDP
zinbwaveedgeR,GSE45719sim123,full-length,TPM_1_25p,6,1,thr0.05,0.329170383586084,0.0390625,0.897578145507869,0.0775917876629982,in range
BPSC,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.4029590948651,0.155109489051095,0.843629741845302,0.00379243363241143,high FDP
D3E,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0,0,0.836879837011439,0.00397743039496809,low FDP
DESeq2,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.577893820713664,0.190243902439024,0.862668959301321,0.0505041161779669,high FDP
DESeq2betapFALSE,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.586597040905135,0.195704057279236,0.878041690784729,0.0403292942373508,high FDP
DESeq2census,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.237597911227154,0.0387323943661972,0.727313663082871,0.684673018222181,in range
DESeq2LRT,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.500435161009574,0.122137404580153,0.876818808179478,0.0403292942373508,high FDP
DESeq2nofilt,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.600522193211488,0.191090269636577,0.908441799309255,0,high FDP
DEsingle,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.317667536988686,0.116222760290557,0.877357467429581,0,in range
edgeRLRT,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.516100957354221,0.104229607250755,0.911751851393461,0,high FDP
edgeRLRTcensus,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.308964316797215,0.0583554376657825,0.870246534790632,0,in range
edgeRLRTdeconv,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.519582245430809,0.104947526236882,0.911903901027938,0,high FDP
edgeRLRTrobust,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.547432550043516,0.188387096774194,0.894215880575461,0,high FDP
edgeRQLF,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.336814621409922,0.0325,0.909759803012853,0,in range
edgeRQLFDetRate,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.260226283724978,0.0354838709677419,0.878359842034121,0,in range
limmatrend,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.302001740644038,0.0544959128065395,0.868822600772967,0,low FDP
logregLRT,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.389033942558747,0.140384615384615,0.857253091841042,0,in range
MASTcpm,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.177545691906005,0.0144927536231884,0.87710633331766,0,low FDP
MASTcpmDetRate,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.151436031331593,0,0.85861874617061,0,low FDP
MASTtpm,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.162750217580505,0.0105820105820106,0.880094180696578,0,low FDP
MASTtpmDetRate,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.140992167101828,0,0.861042352488885,0,low FDP
metagenomeSeq,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.121845082680592,0.0476190476190476,0.772660619991392,0.0197946535935621,in range
monocle,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.254134029590949,0.282555282555283,0.686035925509371,0,high FDP
monoclecensus,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.312445604873803,0.143198090692124,0.803724099092404,0,in range
NODES,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.1940818102698,0.177121771217712,0.830257390846288,9.24983812783276e-05,high FDP
ROTScpm,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.000870322019147084,0,0.731371622818182,0,low FDP
ROTStpm,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.0583115752828547,0.0147058823529412,0.826380035090317,0,in range
ROTSvoom,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.266318537859008,0.0526315789473684,0.856104567632272,0,low FDP
SAMseq,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.255004351610096,0.0548387096774194,0.84671996150478,0.0796411062806401,in range
scDD,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0,0,0.730284350831832,0.0554065303857183,low FDP
SCDE,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.128807658833768,0,0.874462669382662,0,low FDP
SeuratBimod,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.530896431679721,0.420702754036087,0.759752840076392,0.757561742669503,high FDP
SeuratBimodIsExpr2,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.109660574412533,0.0526315789473684,0.552063488288845,0.978910369068541,in range
SeuratBimodnofilt,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.673629242819843,0.523985239852399,0.880225062283602,0,high FDP
SeuratTobit,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.0382941688424717,0.0434782608695652,0.696222755596967,0.0527240773286467,in range
ttest,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.209747606614447,0.0436507936507936,0.869222631831447,0,low FDP
voomlimma,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.232375979112272,0.0761245674740484,0.848801501183879,0,in range
Wilcoxon,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0,0,0.852157807703692,0,low FDP
zinbwaveDESeq2,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.57006092254134,0.270601336302895,0.868826654228862,0.0323744334474147,high FDP
zinbwaveedgeR,GSE45719sim123,full-length,TPM_1_25p,6,2,thr0.05,0.336814621409922,0.0491400491400491,0.89805297200287,0.0194246600684488,in range
BPSC,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.42960944595822,0.144665461121157,0.840377621328774,0.00343291890888848,high FDP
D3E,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0,0,0.844532721153006,0.00361848209315272,low FDP
DESeq2,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.586739327883742,0.180203045685279,0.862252574693011,0.0516793468175914,high FDP
DESeq2betapFALSE,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.603088101725704,0.189255189255189,0.87538093499038,0.0417517164594544,high FDP
DESeq2census,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.247048138056312,0.0716723549488055,0.733343817287487,0.715160512154389,in range
DESeq2LRT,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.532243415077203,0.125373134328358,0.874621341069497,0.0417517164594544,high FDP
DESeq2nofilt,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.612170753860127,0.190876350540216,0.907670340555811,0,high FDP
DEsingle,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.352406902815622,0.118181818181818,0.883226865353084,0,in range
edgeRLRT,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.528610354223433,0.107361963190184,0.910488618902823,0,high FDP
edgeRLRTcensus,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.32425068119891,0.0703125,0.872481234707576,0,in range
edgeRLRTdeconv,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.529518619436876,0.104454685099846,0.910281380131377,0,high FDP
edgeRLRTrobust,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.557674841053588,0.179144385026738,0.895190023780837,0,high FDP
edgeRQLF,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.364214350590372,0.0314009661835749,0.908093359189374,0,in range
edgeRQLFDetRate,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.329700272479564,0.0294117647058824,0.890871892368742,0,in range
limmatrend,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.335149863760218,0.0340314136125654,0.86936514448475,0,low FDP
logregLRT,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.41780199818347,0.135338345864662,0.859262958312814,0,in range
MASTcpm,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.211625794732062,0.00427350427350427,0.874365155278436,0,low FDP
MASTcpmDetRate,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.219800181653043,0.00819672131147541,0.870715481534021,0,low FDP
MASTtpm,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.196185286103542,0.00460829493087558,0.876426373874324,0,low FDP
MASTtpmDetRate,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.197093551316985,0.00458715596330275,0.872784678071745,0,low FDP
metagenomeSeq,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.133514986376022,0.0636942675159236,0.788106803429239,0.0196696975320096,in range
monocle,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.276112624886467,0.293023255813953,0.683001314858673,0,high FDP
monoclecensus,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.334241598546776,0.121718377088305,0.812494573826325,0,in range
NODES,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.306993642143506,0.161290322580645,0.860512538649609,0,high FDP
ROTScpm,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.0581289736603088,0.0588235294117647,0.816844945509249,0,low FDP
ROTStpm,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.0653950953678474,0.04,0.832986292863487,0,in range
ROTSvoom,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.30063578564941,0.0264705882352941,0.861985172854311,0,low FDP
SAMseq,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.293369663941871,0.0583090379008746,0.85211749124327,0.00844312488402301,in range
scDD,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0,0,0.750646659114841,0.0552978289107441,low FDP
SCDE,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.133514986376022,0,0.875061676529749,0,low FDP
SeuratBimod,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.554041780199818,0.396039603960396,0.777963038101618,0.759602894785675,high FDP
SeuratBimodIsExpr2,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.114441416893733,0.0381679389312977,0.554518861121584,0.979773612915198,in range
SeuratBimodnofilt,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.706630336058129,0.519159456118665,0.885494102564608,0,high FDP
SeuratTobit,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.0435967302452316,0.04,0.695366702342145,0.0501020597513453,in range
ttest,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.243415077202543,0.039426523297491,0.868311962304319,0,low FDP
voomlimma,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.255222524977293,0.0442176870748299,0.854048153167473,0,in range
Wilcoxon,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0,0,0.852602268532454,0,low FDP
zinbwaveDESeq2,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.598546775658492,0.240783410138249,0.871162856354717,0.033772499536092,high FDP
zinbwaveedgeR,GSE45719sim123,full-length,TPM_1_25p,6,3,thr0.05,0.346957311534968,0.0255102040816327,0.906108728835107,0.387734273520134,in range
BPSC,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.436875567665758,0.163478260869565,0.841984240999032,0.00324164119662869,high FDP
D3E,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0,0,0.846305760514744,0.00407520607576179,low FDP
DESeq2,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.59763851044505,0.204353083434099,0.858904427568097,0.0509400759470223,high FDP
DESeq2betapFALSE,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.613987284287012,0.207502930832356,0.878161692191017,0.0407520607576179,high FDP
DESeq2census,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.247048138056312,0.0522648083623693,0.739064987050476,0.715013429656386,in range
DESeq2LRT,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.544959128065395,0.12280701754386,0.877720954997407,0.0407520607576179,high FDP
DESeq2nofilt,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.625794732061762,0.208045977011494,0.911086399852519,0,high FDP
DEsingle,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.374205267938238,0.145228215767635,0.88482886095149,0,in range
edgeRLRT,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.554041780199818,0.0909090909090909,0.913899623954221,0,high FDP
edgeRLRTcensus,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.326067211625795,0.0626631853785901,0.876250925501269,0,in range
edgeRLRTdeconv,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.552225249772934,0.0898203592814371,0.913746841305384,0,high FDP
edgeRLRTrobust,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.592188919164396,0.20873786407767,0.891466709681867,0,high FDP
edgeRQLF,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.380563124432334,0.0323325635103926,0.911273748287635,0,in range
edgeRQLFDetRate,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.346049046321526,0.0230769230769231,0.896966791365785,0,in range
limmatrend,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.372388737511353,0.0596330275229358,0.867101202627075,0,low FDP
logregLRT,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.443233424159855,0.152777777777778,0.857849796389721,0,in range
MASTcpm,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.196185286103542,0.00460829493087558,0.87900513484591,0,low FDP
MASTcpmDetRate,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.202543142597639,0.00888888888888889,0.874107565729325,0,low FDP
MASTtpm,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.170753860127157,0.00529100529100529,0.880415493865463,0,low FDP
MASTtpmDetRate,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.18346957311535,0.00492610837438424,0.875915290779759,0,low FDP
metagenomeSeq,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.129881925522253,0.111801242236025,0.76945941358441,0.0232471982958229,in range
monocle,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.291553133514986,0.322784810126582,0.668187373914503,0,high FDP
monoclecensus,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.32425068119891,0.116336633663366,0.820259269625873,0,in range
NODES,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.148955495004541,0.171717171717172,0.824828697958352,0.000370473279614708,high FDP
ROTScpm,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.0644868301544051,0.0273972602739726,0.823326959739571,0,low FDP
ROTStpm,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.0663033605812897,0.0394736842105263,0.835717529518619,0,in range
ROTSvoom,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.320617620345141,0.0485175202156334,0.861895445334724,0,low FDP
SAMseq,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.29700272479564,0.0382352941176471,0.853042716567297,0.054459572103362,in range
scDD,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0,0,0.74197324364589,0.0638140224136334,low FDP
SCDE,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.127157129881926,0.00709219858156028,0.872421898184369,0,low FDP
SeuratBimod,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.553133514986376,0.412729026036644,0.778612040359349,0.75919236825044,high FDP
SeuratBimodIsExpr2,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.110808356039964,0.024,0.551871301741891,0.979531351301287,in range
SeuratBimodnofilt,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.690281562216167,0.538834951456311,0.884017314367677,0,high FDP
SeuratTobit,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.0544959128065395,0.0769230769230769,0.683948950923703,0.0526998240251922,in range
ttest,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.233424159854678,0.0374531835205993,0.866985514968391,0,low FDP
voomlimma,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.284287011807448,0.0927536231884058,0.849400522477316,0,in range
Wilcoxon,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0,0,0.853071334040761,0,low FDP
zinbwaveDESeq2,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.606721162579473,0.246049661399549,0.878438358992575,0.0342687783643605,high FDP
zinbwaveedgeR,GSE45719sim123,full-length,TPM_1_25p,6,4,thr0.05,0.354223433242507,0.0346534653465347,0.909384995039013,0,in range
BPSC,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.425493716337522,0.147482014388489,0.845630099913815,0.00295257427569662,high FDP
D3E,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0,0,0.841914072568049,0.00341391400627422,low FDP
DESeq2,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.590664272890485,0.197560975609756,0.860467576567482,0.0502860306329581,high FDP
DESeq2betapFALSE,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.608617594254937,0.203290246768508,0.881165776878101,0.0405978962908286,high FDP
DESeq2census,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.254039497307002,0.0751633986928105,0.734946692076537,0.715999261856431,in range
DESeq2LRT,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.535906642728905,0.138528138528139,0.880416275560958,0.0405978962908286,high FDP
DESeq2nofilt,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.617594254937163,0.2,0.909946756696677,0,high FDP
DEsingle,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.339317773788151,0.122969837587007,0.880513113457458,0,in range
edgeRLRT,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.538599640933573,0.12280701754386,0.913108804808034,0,high FDP
edgeRLRTcensus,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.333931777378815,0.083743842364532,0.876298680198247,0,in range
edgeRLRTdeconv,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.539497307001795,0.121345029239766,0.913219120619585,0,high FDP
edgeRLRTrobust,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.561041292639138,0.207858048162231,0.894797764807798,0,high FDP
edgeRQLF,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.368043087971275,0.0420560747663551,0.9105594479446,0,in range
edgeRQLFDetRate,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.328545780969479,0.0343007915567282,0.898666664943463,0,in range
limmatrend,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.345601436265709,0.047029702970297,0.865483668828795,0,low FDP
logregLRT,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.421005385996409,0.136279926335175,0.854478397302349,0,in range
MASTcpm,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.199281867145422,0.00892857142857143,0.873149048385346,0,low FDP
MASTcpmDetRate,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.215439856373429,0.0163934426229508,0.869316335528449,0,low FDP
MASTtpm,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.178635547576302,0.00995024875621891,0.877418870336549,0,low FDP
MASTtpmDetRate,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.191202872531418,0.0184331797235023,0.873039932662121,0,low FDP
metagenomeSeq,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.137342908438061,0.105263157894737,0.777266560665019,0.0203912160915298,in range
monocle,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.291741472172352,0.274553571428571,0.68180470390313,0,high FDP
monoclecensus,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.334829443447038,0.130536130536131,0.813239069780151,0,in range
NODES,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.159784560143627,0.168224299065421,0.805487376178579,0,high FDP
ROTScpm,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.0727109515260323,0.0470588235294118,0.821448366292067,0,low FDP
ROTStpm,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.0816876122082585,0.0520833333333333,0.834591549014931,0,in range
ROTSvoom,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.289048473967684,0.0501474926253687,0.857245616354287,0,low FDP
SAMseq,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.292639138240575,0.0605187319884726,0.853242675584,0.00738143568924156,in range
scDD,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0,0,0.74046945239785,0.0585901457833549,low FDP
SCDE,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.146319569120287,0,0.874908331714753,0,low FDP
SeuratBimod,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.545780969479354,0.432306255835668,0.769148147765214,0.756228086362798,high FDP
SeuratBimodIsExpr2,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.120287253141831,0.0428571428571429,0.556250816983207,0.977671157040044,in range
SeuratBimodnofilt,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.692998204667864,0.52782874617737,0.883080148545087,0,high FDP
SeuratTobit,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.0448833034111311,0.0566037735849057,0.692520661828403,0.0516700498246909,in range
ttest,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.236086175942549,0.0401459854014599,0.867416272606895,0,low FDP
voomlimma,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.255834829443447,0.0923566878980892,0.850212729503045,0,in range
Wilcoxon,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0,0,0.852388905054181,0,low FDP
zinbwaveDESeq2,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.593357271095153,0.256467941507312,0.877958171567581,0.0326628529248939,high FDP
zinbwaveedgeR,GSE45719sim123,full-length,TPM_1_25p,6,5,thr0.05,0.336624775583483,0.053030303030303,0.908416459451416,0,in range
BPSC,GSE74596sim123,full-length,,44,1,thr0.05,0.428435568235854,0.343772760378733,0.575685592082502,0.0405145929339478,high FDP
D3E,GSE74596sim123,full-length,,44,1,thr0.05,0.373276271992392,0.0224159402241594,0.850753953954503,0.000864055299539171,low FDP
DESeq2,GSE74596sim123,full-length,,44,1,thr0.05,0.559676652401331,0.159285714285714,0.870322334322414,0.274529569892473,high FDP
DESeq2betapFALSE,GSE74596sim123,full-length,,44,1,thr0.05,0.582025677603424,0.186170212765957,0.883912143591629,0.27428955453149,high FDP
DESeq2census,GSE74596sim123,full-length,,44,1,thr0.05,0.157394198763671,0.0676056338028169,0.632552211845471,0.813412058371736,in range
DESeq2LRT,GSE74596sim123,full-length,,44,1,thr0.05,0.576795054683785,0.117818181818182,0.892899645002942,0.235695084485407,in range
DESeq2nofilt,GSE74596sim123,full-length,,44,1,thr0.05,0.609605325725155,0.0997191011235955,0.932720754393439,0,in range
DEsingle,GSE74596sim123,full-length,,44,1,thr0.05,0.568711364717071,0.0641627543035994,0.922546671197085,0,in range
edgeRLRT,GSE74596sim123,full-length,,44,1,thr0.05,0.757489300998573,0.146302250803859,0.952025926669825,0,high FDP
edgeRLRTcensus,GSE74596sim123,full-length,,44,1,thr0.05,0.373751783166904,0.17696335078534,0.868414869066098,0,in range
edgeRLRTdeconv,GSE74596sim123,full-length,,44,1,thr0.05,0.757489300998573,0.147216274089936,0.9525643010868,0,high FDP
edgeRLRTrobust,GSE74596sim123,full-length,,44,1,thr0.05,0.704707560627675,0.290909090909091,0.911376703232712,0,high FDP
edgeRQLF,GSE74596sim123,full-length,,44,1,thr0.05,0.870660960532572,0.510296870821075,0.941280679122069,0,high FDP
edgeRQLFDetRate,GSE74596sim123,full-length,,44,1,thr0.05,0.853067047075606,0.502771618625277,0.936565885159266,0,high FDP
limmatrend,GSE74596sim123,full-length,,44,1,thr0.05,0.471231573941988,0.015888778550149,0.915859073304913,0,low FDP
logregLRT,GSE74596sim123,full-length,,44,1,thr0.05,0.598193057536852,0.0541353383458647,0.918458605481538,0,in range
MASTcpm,GSE74596sim123,full-length,,44,1,thr0.05,0.560152163575844,0.0731707317073171,0.911716053030274,0,in range
MASTcpmDetRate,GSE74596sim123,full-length,,44,1,thr0.05,0.560152163575844,0.0804059328649493,0.909805756896924,0,in range
MASTtpm,GSE74596sim123,full-length,,44,1,thr0.05,0.558725630052306,0.0740740740740741,0.913198696313845,0,in range
MASTtpmDetRate,GSE74596sim123,full-length,,44,1,thr0.05,0.562054208273894,0.087962962962963,0.911613049728709,0,in range
metagenomeSeq,GSE74596sim123,full-length,,44,1,thr0.05,0.18830242510699,0.0704225352112676,0.525095801068,0.156346006144393,in range
monocle,GSE74596sim123,full-length,,44,1,thr0.05,0.1773656680932,0.321818181818182,0.513954471931372,0,high FDP
monoclecensus,GSE74596sim123,full-length,,44,1,thr0.05,0.2943414170233,0.172459893048128,0.728520885537943,0,in range
NODES,GSE74596sim123,full-length,,44,1,thr0.05,0.443176414645744,0.0986460348162476,0.912353292336648,0.0679723502304147,high FDP
ROTScpm,GSE74596sim123,full-length,,44,1,thr0.05,0.362339514978602,0.0439146800501882,0.924734774115181,0,low FDP
ROTStpm,GSE74596sim123,full-length,,44,1,thr0.05,0.343319067998098,0.0386151797603196,0.921890174310174,0,in range
