method,dataset,dtype,filt,ncells_fact,repl,thr,TPR,FDR,AUROC,fracNA,fdrcontrol
edgeRQLFDetRate,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.988571428571429,0.0432661027976578,0.998767780783664,0,in range
limmatrend,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.985882352941176,0.0443141088302379,0.998227785366382,0,low FDP
logregLRT,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.98655462184874,0.0547504025764895,0.998092767845184,0,in range
MASTcpm,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.978823529411765,0.0208473436449227,0.997782655017913,0,low FDP
MASTcpmDetRate,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.979159663865546,0.0260782347041123,0.997749446643766,0,low FDP
MASTtpm,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.979495798319328,0.0286666666666667,0.997788703086055,0,low FDP
MASTtpmDetRate,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.979159663865546,0.030938123752495,0.997690440645631,0,low FDP
metagenomeSeq,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.376806722689076,0.0166666666666667,0.504968161307951,0.0709655895529502,in range
monocle,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.418823529411765,0.083149374540103,0.434996623628626,0,high FDP
monoclecensus,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.652100840336134,0.00410677618069815,0.908165937336227,0,in range
monoclecount,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.989915966386555,0.0695102685624013,0.998974031107417,0,high FDP
NODES,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.946890756302521,0.111636707663198,0.993518832312177,0.00681536555142503,high FDP
ROTScpm,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.576134453781513,0.0310910118711136,0.959954527487676,0,low FDP
ROTStpm,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.568067226890756,0.0611111111111111,0.976877992825386,0,in range
ROTSvoom,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.976134453781513,0.0179235711870139,0.99836928962733,0,low FDP
SAMseq,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.982521008403361,0.0543513426075704,0.997489650383394,0.0608140310742541,in range
scDD,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.521008403361345,0.0152477763659466,0.584963970594069,0.0582880564293204,low FDP
SCDE,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.967731092436975,0.00138744363510232,0.998701046698459,0,low FDP
SeuratBimod,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.33781512605042,0.00593471810089021,0.668337476602236,0.950624344676389,high FDP
SeuratBimodIsExpr2,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.0594957983193277,0.00561797752808989,0.529251714902655,0.990658659803641,in range
SeuratBimodnofilt,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.990252100840336,0.247509578544061,0.997711515549742,0,high FDP
SeuratTobit,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.413109243697479,0.0794007490636704,0.473754454966859,0.130254503860452,in range
ttest,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.985546218487395,0.0440169546788393,0.998114608091251,0,low FDP
voomlimma,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.983865546218487,0.0447127937336815,0.997656877600821,0,in range
Wilcoxon,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.981848739495798,0.0375617792421746,0.997603471665781,0,low FDP
zinbwaveDESeq2,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.657478991596639,0.0573493975903614,0.92042874083048,0.000476598989610142,high FDP
zinbwaveedgeR,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,1,thr0.05,0.658487394957983,0.0457866536775451,0.934980542114108,0,in range
BPSC,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.602853351028534,0.0619514713474445,0.615926037571054,0.0268753270227846,high FDP
D3E,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.981088254810883,0.0442792501616031,0.997074225181887,0,low FDP
DESeq2,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.989382879893829,0.0515267175572519,0.99821299628148,0,high FDP
DESeq2betapFALSE,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.989382879893829,0.0515267175572519,0.998213143667789,0,high FDP
DESeq2census,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.447909754479098,0.00953778429933969,0.825268345330395,0.617419017266803,in range
DESeq2LRT,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.990046449900465,0.0499840815027061,0.998207248215456,0,high FDP
DESeq2nofilt,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.989382879893829,0.0512249443207127,0.998214396451409,0,high FDP
DEsingle,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.98307896483079,0.0288430022943297,0.997904572008031,0,in range
edgeRLRT,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.990378234903782,0.0511760966306421,0.998240207478654,0,high FDP
edgeRLRTcensus,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.746516257465163,0.00574458683163942,0.994847300967963,0,in range
edgeRLRTdeconv,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.990378234903782,0.0538827258320127,0.998253564362846,0,high FDP
edgeRLRTrobust,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.9907100199071,0.107591153616258,0.998116126630337,0,high FDP
edgeRQLF,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.989051094890511,0.0427103403982017,0.998261873265977,0,in range
edgeRQLFDetRate,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.98772395487724,0.0421492921492921,0.99823003782338,0,in range
limmatrend,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.985401459854015,0.0413169786959329,0.997802322756634,0,low FDP
logregLRT,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.985733244857332,0.0583201267828843,0.997689885426674,0,in range
MASTcpm,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.979429329794293,0.0221927790659159,0.997813487269489,0,low FDP
MASTcpmDetRate,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.979429329794293,0.0218687872763419,0.997529123810873,0,low FDP
MASTtpm,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.980756469807565,0.0317720275139207,0.997733640736957,0,low FDP
MASTtpmDetRate,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.981088254810883,0.0279421433267587,0.997479307238661,0,low FDP
metagenomeSeq,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.365958858659589,0.0221631205673759,0.487378831413019,0.0735385054464158,in range
monocle,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.405109489051095,0.0881254667662435,0.420293576576749,0,high FDP
monoclecensus,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.65892501658925,0.00550826239359039,0.913502485283201,0,in range
monoclecount,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.991041804910418,0.0691804300405111,0.998409535923626,0,high FDP
NODES,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.936960849369608,0.108304389011683,0.992607029081493,0.00589830185986776,high FDP
ROTScpm,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.545122760451228,0.040303738317757,0.95400427044459,0,low FDP
ROTStpm,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.721964167219642,0.057600692940667,0.986650503547165,0,in range
ROTSvoom,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.981088254810883,0.0231252064750578,0.997810042114532,0,low FDP
SAMseq,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.98307896483079,0.0584683825865904,0.997242752213807,0.0262093897160253,in range
scDD,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.501327140013271,0.0201037613488975,0.570434157322283,0.061075964419921,low FDP
SCDE,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.96914399469144,0.00273130761351997,0.998150624238128,0,low FDP
SeuratBimod,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.329794293297943,0.0099601593625498,0.664301632270203,0.951196308804643,high FDP
SeuratBimodIsExpr2,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.0590577305905773,0.00558659217877095,0.529058629278592,0.99067687770537,in range
SeuratBimodnofilt,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.993364299933643,0.251687078230442,0.997339511325219,0,high FDP
SeuratTobit,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.400132714001327,0.0849772382397572,0.459030033018586,0.127574561194882,in range
ttest,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.985069674850697,0.0444158352108143,0.997603038044496,0,low FDP
voomlimma,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.984074319840743,0.045381396845832,0.997215117280997,0,in range
Wilcoxon,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.983742534837425,0.0426218921536971,0.997283476893125,0,low FDP
zinbwaveDESeq2,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.644326476443265,0.0586524478914203,0.923289359891314,9.51339009656091e-05,high FDP
zinbwaveedgeR,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,2,thr0.05,0.656270736562707,0.0449058425881217,0.937134525710676,0,in range
BPSC,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.610494450050454,0.0586099585062241,0.626833619530962,0.0251733637313575,high FDP
D3E,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.979482004709048,0.0436781609195402,0.996763610730075,0,low FDP
DESeq2,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.987554658594013,0.0562520090003214,0.998715184815172,0,high FDP
DESeq2betapFALSE,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.987891019172553,0.0562339331619537,0.998720635489886,0,high FDP
DESeq2census,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.444332324251598,0.0127055306427504,0.824087500778767,0.60420822646528,in range
DESeq2LRT,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.986881937436932,0.0547680412371134,0.99874000119766,0,high FDP
DESeq2nofilt,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.987891019172553,0.0562339331619537,0.998723630570531,0,high FDP
DEsingle,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.979818365287588,0.029,0.99781359112904,0,in range
edgeRLRT,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.987891019172553,0.0574454428754814,0.998732690224408,0,high FDP
edgeRLRTcensus,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.745038681466532,0.00806090461262875,0.995353625358161,0,in range
edgeRLRTdeconv,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.988227379751093,0.0580314203270279,0.998756985723306,0,high FDP
edgeRLRTrobust,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.988900100908174,0.119760479041916,0.997812995833508,0,high FDP
edgeRQLF,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.985872855701312,0.0468292682926829,0.998739275681231,0,in range
edgeRQLFDetRate,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.985872855701312,0.0418437397842432,0.998629908730219,0,in range
limmatrend,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.98351833165153,0.0463144161774299,0.99801428013525,0,low FDP
logregLRT,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.98351833165153,0.0564698289770894,0.997871558031464,0,in range
MASTcpm,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.978809283551968,0.0225058784010749,0.997749782889208,0,low FDP
MASTcpmDetRate,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.978809283551968,0.0244720080455917,0.99765403332349,0,low FDP
MASTtpm,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.979818365287588,0.0267290344136318,0.997658851496702,0,low FDP
MASTtpmDetRate,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.978809283551968,0.0303232255914695,0.99750987878983,0,low FDP
metagenomeSeq,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.370332996972755,0.0152057245080501,0.499512378547387,0.0724802887812292,in range
monocle,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.424150689539186,0.0822416302765648,0.439349775061072,0,high FDP
monoclecensus,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.653212243525059,0.00563236047107015,0.91063897850412,0,in range
monoclecount,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.985872855701312,0.0704091341579448,0.998826040005013,0,high FDP
NODES,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.938782374705684,0.135377942998761,0.992501192404855,0.00641208321459105,high FDP
ROTScpm,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.574167507568113,0.0399325084364454,0.955910971172014,0,low FDP
ROTStpm,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.792129162462159,0.0621266427718041,0.990826607470479,0,in range
ROTSvoom,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.973763874873865,0.0163098878695209,0.997828436311368,0,low FDP
SAMseq,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.980154725866129,0.0615136876006441,0.997219021113514,0.0103068300560464,in range
scDD,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.521358896737302,0.0158730158730159,0.580238117468663,0.0588486748361357,low FDP
SCDE,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.968045745038681,0.00138792505204719,0.998033887681834,0,low FDP
SeuratBimod,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.330642448705012,0.00807265388496468,0.664821417944473,0.952028118172319,high FDP
SeuratBimodIsExpr2,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.0602085435586949,0.0164835164835165,0.529688457850277,0.990738102023368,in range
SeuratBimodnofilt,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.991590985536495,0.230889642577615,0.997351492972359,0,high FDP
SeuratTobit,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.418432559704003,0.0859662013225569,0.477059635571609,0.128099173553719,in range
ttest,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.98217288933737,0.0457516339869281,0.997893304921366,0,low FDP
voomlimma,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.981500168180289,0.0464052287581699,0.997151194628842,0,in range
Wilcoxon,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.980154725866129,0.04521625163827,0.997111291225216,0,low FDP
zinbwaveDESeq2,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.660612176252943,0.0584851390220518,0.922347818417674,0.000474969127006745,high FDP
zinbwaveedgeR,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,3,thr0.05,0.660612176252943,0.0424183325207216,0.9372634781559,0,in range
BPSC,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.621063325431764,0.044293903074518,0.634926644186146,0.0246580529130579,high FDP
D3E,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.980697595665425,0.0401060656281074,0.997713713867611,0,low FDP
DESeq2,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.988486285133762,0.0451422963689892,0.998250745690704,0,high FDP
DESeq2betapFALSE,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.988486285133762,0.0448298429319372,0.998251397778817,0,high FDP
DESeq2census,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.438198442262106,0.00842911877394636,0.820509495818886,0.606370391405178,in range
DESeq2LRT,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.989163562478835,0.0451127819548872,0.998244634693532,0,high FDP
DESeq2nofilt,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.988486285133762,0.0448298429319372,0.998253298149888,0,high FDP
DEsingle,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.981036234337961,0.0229342327150084,0.997741204039339,0,in range
edgeRLRT,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.988486285133762,0.0451422963689892,0.99825536620076,0,high FDP
edgeRLRTcensus,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.728073145953268,0.00601017105871475,0.994931356361161,0,in range
edgeRLRTdeconv,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.988147646461226,0.0457815565729235,0.998240442698521,0,high FDP
edgeRLRTrobust,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.989840839823908,0.105842765371673,0.998293895292684,0,high FDP
edgeRQLF,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.987131730443617,0.033167495854063,0.998200628061461,0,in range
edgeRQLFDetRate,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.986115814426007,0.0344827586206897,0.998178866949581,0,in range
limmatrend,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.985099898408398,0.0373924553275976,0.997959560401692,0,low FDP
logregLRT,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.985099898408398,0.0465421173385775,0.997852971941878,0,in range
MASTcpm,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.977649847612597,0.0153478854024557,0.998276121233837,0,low FDP
MASTcpmDetRate,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.977649847612597,0.0200271554650373,0.998221960658294,0,low FDP
MASTtpm,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.980020318320352,0.0239460370994941,0.997889377089663,0,low FDP
MASTtpmDetRate,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.97832712495767,0.0262891809908999,0.997858300433314,0,low FDP
metagenomeSeq,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.375888926515408,0.00981266726137377,0.515526376330707,0.0678688059065739,in range
monocle,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.426684727395869,0.0895953757225433,0.441973268560738,0,high FDP
monoclecensus,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.641381645783949,0.00315789473684211,0.908790619127481,0,in range
monoclecount,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.988824923806299,0.0688775510204082,0.998073303199659,0,high FDP
NODES,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.974263460887233,0.116400491400491,0.996827945321778,0,high FDP
ROTScpm,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.534033186589909,0.0283425754775108,0.949265467455512,0,low FDP
ROTStpm,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.766339315949881,0.0566902876198416,0.989430639138761,0,in range
ROTSvoom,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.977988486285134,0.018688413183826,0.998065794870816,0,low FDP
SAMseq,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.981713511683034,0.0498197312356604,0.997653255984008,0.0954612144446022,in range
scDD,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.538435489332882,0.0203327171903882,0.595628349124548,0.0560367267736287,low FDP
SCDE,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.970199796816796,0.00174216027874564,0.997897164884839,0,low FDP
SeuratBimod,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.333220453775821,0.00806451612903226,0.66604141042709,0.951961758720242,high FDP
SeuratBimodIsExpr2,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.0585844903487978,0.0114285714285714,0.528800198115547,0.990912963225898,in range
SeuratBimodnofilt,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.991872671859126,0.255086469989827,0.996964846563295,0,high FDP
SeuratTobit,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.422959701997968,0.0896501457725948,0.478641943782999,0.1270292015713,in range
ttest,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.983406705045716,0.0348953140578265,0.997965112466196,0,low FDP
voomlimma,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.983406705045716,0.0425321463897132,0.997593068251194,0,in range
Wilcoxon,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.981713511683034,0.0349533954727031,0.997662664683921,0,low FDP
zinbwaveDESeq2,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.66102268879106,0.0528869480834546,0.920289363913757,0.000425954848786029,high FDP
zinbwaveedgeR,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,4,thr0.05,0.658990856755842,0.0366336633663366,0.935131820916185,0,in range
BPSC,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.614433678583361,0.0564391995895331,0.628997720823076,0.0257868790291998,high FDP
D3E,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.979284998329435,0.0377544320420223,0.996673700270157,4.74023511566174e-05,low FDP
DESeq2,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.986969595723355,0.051685393258427,0.997796364379579,0,high FDP
DESeq2betapFALSE,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.986969595723355,0.0513808606294155,0.997797767052213,0,high FDP
DESeq2census,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.444370197126629,0.00746268656716418,0.823011468380649,0.540102389078498,in range
DESeq2LRT,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.986969595723355,0.0498552589256996,0.997790550670635,0,high FDP
DESeq2nofilt,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.986969595723355,0.0513808606294155,0.997798246913903,0,high FDP
DEsingle,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.980621450050117,0.0249169435215947,0.997394812425664,0,in range
edgeRLRT,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.987971934513866,0.0525472604934316,0.997741992358793,0,high FDP
edgeRLRTcensus,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.736050785165386,0.00721045515998197,0.994693670969433,0,in range
edgeRLRTdeconv,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.987971934513866,0.05376,0.997803783779564,0,high FDP
edgeRLRTrobust,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.988640160374206,0.108734939759036,0.997586295696421,0,high FDP
edgeRQLF,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.986635482793184,0.042166720726565,0.997682803264883,0,in range
edgeRQLFDetRate,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.986301369863014,0.0421804023361454,0.997706814805631,0,in range
limmatrend,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.984964918142332,0.0397394136807818,0.997359155010811,0,low FDP
logregLRT,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.984296692281991,0.0499838761689778,0.997248362328945,0,in range
MASTcpm,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.977948546608754,0.0164650537634409,0.99720491638973,0,low FDP
MASTcpmDetRate,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.977948546608754,0.0220514533912462,0.99715615505948,0,low FDP
MASTtpm,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.977614433678583,0.0194369973190349,0.997142885038114,0,low FDP
MASTtpmDetRate,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.977280320748413,0.022719679251587,0.997107965872015,0,low FDP
metagenomeSeq,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.373538255930504,0.0192982456140351,0.49285287538385,0.0726678043230944,in range
monocle,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.410958904109589,0.0702947845804989,0.429145182320589,0,high FDP
monoclecensus,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.657200133645172,0.00756811301715439,0.904663746240722,0,in range
monoclecount,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.987971934513866,0.0651280429971546,0.998101501046126,0,high FDP
NODES,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.939191446708988,0.123206487835309,0.992472372747555,0.0082006067500948,high FDP
ROTScpm,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.539926495155363,0.0317555422408628,0.954308354213008,0,low FDP
ROTStpm,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.553959238222519,0.0449308755760369,0.976519979899701,0,in range
ROTSvoom,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.978616772469095,0.0174438108017444,0.997281159029874,0,low FDP
SAMseq,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.98362846642165,0.0515463917525773,0.996833078948193,0.000379218809252939,in range
scDD,GSE60749-GPL13112sim123,full-length,TPM_1_25p,24,5,thr0.05,0.504844637487471,0.0130633572828217,0.575236444004136,0.059584755403868,low FDP
