method,dataset,dtype,filt,ncells,repl,charac,snr
zinbwaveedgeR,EMTAB2805null,full-length,,24,4,Fraction zeros,-0.529710854574849
zinbwaveDESeq2,EMTAB2805null,full-length,,24,4,Fraction zeros,-0.252664823866746
DESeq2LRT,EMTAB2805null,full-length,,24,4,Fraction zeros,-0.472355768729717
BPSC,EMTAB2805null,full-length,,24,4,Fraction zeros,0.300796021737627
edgeRLRT,EMTAB2805null,full-length,,24,4,log2(average CPM),0.330697007773167
edgeRQLF,EMTAB2805null,full-length,,24,4,log2(average CPM),-0.321783794965032
NODES,EMTAB2805null,full-length,,24,4,log2(average CPM),0.982431745115975
DESeq2,EMTAB2805null,full-length,,24,4,log2(average CPM),0.388543444882298
DESeq2nofilt,EMTAB2805null,full-length,,24,4,log2(average CPM),0.379539146793909
edgeRLRTdeconv,EMTAB2805null,full-length,,24,4,log2(average CPM),0.328978819758767
edgeRLRTrobust,EMTAB2805null,full-length,,24,4,log2(average CPM),0.327358256249486
SeuratBimod,EMTAB2805null,full-length,,24,4,log2(average CPM),0.913951432245558
SeuratBimodnofilt,EMTAB2805null,full-length,,24,4,log2(average CPM),0.0564848070877939
monoclecensus,EMTAB2805null,full-length,,24,4,log2(average CPM),0.285384322418236
monocle,EMTAB2805null,full-length,,24,4,log2(average CPM),-0.243765262643641
monoclecount,EMTAB2805null,full-length,,24,4,log2(average CPM),-0.129174216636459
edgeRQLFDetRate,EMTAB2805null,full-length,,24,4,log2(average CPM),-0.333616658943368
DESeq2betapFALSE,EMTAB2805null,full-length,,24,4,log2(average CPM),0.397556027576454
DEsingle,EMTAB2805null,full-length,,24,4,log2(average CPM),0.398913036265065
zinbwaveedgeR,EMTAB2805null,full-length,,24,4,log2(average CPM),0.482221106079418
zinbwaveDESeq2,EMTAB2805null,full-length,,24,4,log2(average CPM),0.401487411077642
DESeq2LRT,EMTAB2805null,full-length,,24,4,log2(average CPM),0.447333101101219
BPSC,EMTAB2805null,full-length,,24,4,log2(average CPM),0.120685697394687
edgeRLRT,EMTAB2805null,full-length,,24,4,log2(variance(CPM)),0.482909178247641
edgeRQLF,EMTAB2805null,full-length,,24,4,log2(variance(CPM)),-0.171537137542083
NODES,EMTAB2805null,full-length,,24,4,log2(variance(CPM)),0.934843335419168
DESeq2,EMTAB2805null,full-length,,24,4,log2(variance(CPM)),0.451187371712383
DESeq2nofilt,EMTAB2805null,full-length,,24,4,log2(variance(CPM)),0.515295096766918
edgeRLRTdeconv,EMTAB2805null,full-length,,24,4,log2(variance(CPM)),0.476463838237087
edgeRLRTrobust,EMTAB2805null,full-length,,24,4,log2(variance(CPM)),0.381420357882599
SeuratBimod,EMTAB2805null,full-length,,24,4,log2(variance(CPM)),1.01688184036337
SeuratBimodnofilt,EMTAB2805null,full-length,,24,4,log2(variance(CPM)),0.109231870528824
monoclecensus,EMTAB2805null,full-length,,24,4,log2(variance(CPM)),0.446070133207552
monocle,EMTAB2805null,full-length,,24,4,log2(variance(CPM)),-0.188461095793042
monoclecount,EMTAB2805null,full-length,,24,4,log2(variance(CPM)),0.0563526186337543
edgeRQLFDetRate,EMTAB2805null,full-length,,24,4,log2(variance(CPM)),-0.189431949582719
DESeq2betapFALSE,EMTAB2805null,full-length,,24,4,log2(variance(CPM)),0.479657074812327
DEsingle,EMTAB2805null,full-length,,24,4,log2(variance(CPM)),0.533648389958293
zinbwaveedgeR,EMTAB2805null,full-length,,24,4,log2(variance(CPM)),0.607990379516644
zinbwaveDESeq2,EMTAB2805null,full-length,,24,4,log2(variance(CPM)),0.478499785849333
DESeq2LRT,EMTAB2805null,full-length,,24,4,log2(variance(CPM)),0.522591396019104
BPSC,EMTAB2805null,full-length,,24,4,log2(variance(CPM)),0.250387732081385
edgeRLRT,EMTAB2805null,full-length,,24,4,CV(CPM),0.346955088133285
edgeRQLF,EMTAB2805null,full-length,,24,4,CV(CPM),0.888379396643702
NODES,EMTAB2805null,full-length,,24,4,CV(CPM),-0.825592982236366
DESeq2,EMTAB2805null,full-length,,24,4,CV(CPM),-0.188767690077643
DESeq2nofilt,EMTAB2805null,full-length,,24,4,CV(CPM),0.211455313651396
edgeRLRTdeconv,EMTAB2805null,full-length,,24,4,CV(CPM),0.318232793482754
edgeRLRTrobust,EMTAB2805null,full-length,,24,4,CV(CPM),-0.154878769760485
SeuratBimod,EMTAB2805null,full-length,,24,4,CV(CPM),-0.22475720689415
SeuratBimodnofilt,EMTAB2805null,full-length,,24,4,CV(CPM),0.0597222985662938
monoclecensus,EMTAB2805null,full-length,,24,4,CV(CPM),0.339184083612515
monocle,EMTAB2805null,full-length,,24,4,CV(CPM),0.215718131801002
monoclecount,EMTAB2805null,full-length,,24,4,CV(CPM),0.860390603998314
edgeRQLFDetRate,EMTAB2805null,full-length,,24,4,CV(CPM),0.822262184970909
DESeq2betapFALSE,EMTAB2805null,full-length,,24,4,CV(CPM),-0.0688408871672328
DEsingle,EMTAB2805null,full-length,,24,4,CV(CPM),0.218273477432372
zinbwaveedgeR,EMTAB2805null,full-length,,24,4,CV(CPM),0.21726707068493
zinbwaveDESeq2,EMTAB2805null,full-length,,24,4,CV(CPM),-0.122458191122782
DESeq2LRT,EMTAB2805null,full-length,,24,4,CV(CPM),-0.144001274540827
BPSC,EMTAB2805null,full-length,,24,4,CV(CPM),0.343569603399277
edgeRLRT,EMTAB2805null,full-length,,24,5,Fraction zeros,-0.191146414718772
edgeRQLF,EMTAB2805null,full-length,,24,5,Fraction zeros,0.70392260419854
NODES,EMTAB2805null,full-length,,24,5,Fraction zeros,-0.852672636615691
DESeq2,EMTAB2805null,full-length,,24,5,Fraction zeros,-0.405741265679624
DESeq2nofilt,EMTAB2805null,full-length,,24,5,Fraction zeros,-0.394046395246746
edgeRLRTdeconv,EMTAB2805null,full-length,,24,5,Fraction zeros,-0.186598393426492
edgeRLRTrobust,EMTAB2805null,full-length,,24,5,Fraction zeros,-0.00257415417008146
SeuratBimod,EMTAB2805null,full-length,,24,5,Fraction zeros,-0.748040824739756
SeuratBimodnofilt,EMTAB2805null,full-length,,24,5,Fraction zeros,-0.0559621951692171
monoclecensus,EMTAB2805null,full-length,,24,5,Fraction zeros,0.00639684208713768
monocle,EMTAB2805null,full-length,,24,5,Fraction zeros,0.43048900553963
monoclecount,EMTAB2805null,full-length,,24,5,Fraction zeros,0.733482789284211
edgeRQLFDetRate,EMTAB2805null,full-length,,24,5,Fraction zeros,0.726400332949372
DESeq2betapFALSE,EMTAB2805null,full-length,,24,5,Fraction zeros,-0.263560979501523
DEsingle,EMTAB2805null,full-length,,24,5,Fraction zeros,-0.560671878991961
zinbwaveedgeR,EMTAB2805null,full-length,,24,5,Fraction zeros,-0.678721482387104
zinbwaveDESeq2,EMTAB2805null,full-length,,24,5,Fraction zeros,-0.349410936734542
DESeq2LRT,EMTAB2805null,full-length,,24,5,Fraction zeros,-0.501585750001291
BPSC,EMTAB2805null,full-length,,24,5,Fraction zeros,0.229596372639191
edgeRLRT,EMTAB2805null,full-length,,24,5,log2(average CPM),0.466088642099672
edgeRQLF,EMTAB2805null,full-length,,24,5,log2(average CPM),-0.288775878482905
NODES,EMTAB2805null,full-length,,24,5,log2(average CPM),0.936778883261873
DESeq2,EMTAB2805null,full-length,,24,5,log2(average CPM),0.500601227841042
DESeq2nofilt,EMTAB2805null,full-length,,24,5,log2(average CPM),0.475168064649178
edgeRLRTdeconv,EMTAB2805null,full-length,,24,5,log2(average CPM),0.448604693285493
edgeRLRTrobust,EMTAB2805null,full-length,,24,5,log2(average CPM),0.32418066986833
SeuratBimod,EMTAB2805null,full-length,,24,5,log2(average CPM),0.93329175742791
SeuratBimodnofilt,EMTAB2805null,full-length,,24,5,log2(average CPM),0.112455510684595
monoclecensus,EMTAB2805null,full-length,,24,5,log2(average CPM),0.39461484347386
monocle,EMTAB2805null,full-length,,24,5,log2(average CPM),-0.191193804889192
monoclecount,EMTAB2805null,full-length,,24,5,log2(average CPM),-0.104411295014013
edgeRQLFDetRate,EMTAB2805null,full-length,,24,5,log2(average CPM),-0.29244385534585
DESeq2betapFALSE,EMTAB2805null,full-length,,24,5,log2(average CPM),0.461007807562581
DEsingle,EMTAB2805null,full-length,,24,5,log2(average CPM),0.462240744985894
zinbwaveedgeR,EMTAB2805null,full-length,,24,5,log2(average CPM),0.658687373433658
zinbwaveDESeq2,EMTAB2805null,full-length,,24,5,log2(average CPM),0.47047250886662
DESeq2LRT,EMTAB2805null,full-length,,24,5,log2(average CPM),0.548672031713621
BPSC,EMTAB2805null,full-length,,24,5,log2(average CPM),0.170069196859189
edgeRLRT,EMTAB2805null,full-length,,24,5,log2(variance(CPM)),0.622500377406416
edgeRQLF,EMTAB2805null,full-length,,24,5,log2(variance(CPM)),-0.144704093651511
NODES,EMTAB2805null,full-length,,24,5,log2(variance(CPM)),0.879197800330516
DESeq2,EMTAB2805null,full-length,,24,5,log2(variance(CPM)),0.568300920982732
DESeq2nofilt,EMTAB2805null,full-length,,24,5,log2(variance(CPM)),0.600880599471375
edgeRLRTdeconv,EMTAB2805null,full-length,,24,5,log2(variance(CPM)),0.604790334999775
edgeRLRTrobust,EMTAB2805null,full-length,,24,5,log2(variance(CPM)),0.378067994732039
SeuratBimod,EMTAB2805null,full-length,,24,5,log2(variance(CPM)),1.05769121814954
SeuratBimodnofilt,EMTAB2805null,full-length,,24,5,log2(variance(CPM)),0.16946206189192
monoclecensus,EMTAB2805null,full-length,,24,5,log2(variance(CPM)),0.550312358716794
monocle,EMTAB2805null,full-length,,24,5,log2(variance(CPM)),-0.147504540592428
monoclecount,EMTAB2805null,full-length,,24,5,log2(variance(CPM)),0.078592896837827
edgeRQLFDetRate,EMTAB2805null,full-length,,24,5,log2(variance(CPM)),-0.154255382335765
DESeq2betapFALSE,EMTAB2805null,full-length,,24,5,log2(variance(CPM)),0.542277662782902
DEsingle,EMTAB2805null,full-length,,24,5,log2(variance(CPM)),0.59595405030804
zinbwaveedgeR,EMTAB2805null,full-length,,24,5,log2(variance(CPM)),0.8064322845429
zinbwaveDESeq2,EMTAB2805null,full-length,,24,5,log2(variance(CPM)),0.536252282623638
DESeq2LRT,EMTAB2805null,full-length,,24,5,log2(variance(CPM)),0.625668772997468
BPSC,EMTAB2805null,full-length,,24,5,log2(variance(CPM)),0.294711865270094
edgeRLRT,EMTAB2805null,full-length,,24,5,CV(CPM),0.249222139506019
edgeRQLF,EMTAB2805null,full-length,,24,5,CV(CPM),0.844290891725081
NODES,EMTAB2805null,full-length,,24,5,CV(CPM),-0.779373178165985
DESeq2,EMTAB2805null,full-length,,24,5,CV(CPM),-0.177511029529122
DESeq2nofilt,EMTAB2805null,full-length,,24,5,CV(CPM),0.102929887339546
edgeRLRTdeconv,EMTAB2805null,full-length,,24,5,CV(CPM),0.223816032905966
edgeRLRTrobust,EMTAB2805null,full-length,,24,5,CV(CPM),-0.145012037304219
SeuratBimod,EMTAB2805null,full-length,,24,5,CV(CPM),-0.191428766499579
SeuratBimodnofilt,EMTAB2805null,full-length,,24,5,CV(CPM),0.0431351763249332
monoclecensus,EMTAB2805null,full-length,,24,5,CV(CPM),0.237551069894621
monocle,EMTAB2805null,full-length,,24,5,CV(CPM),0.154990696196219
monoclecount,EMTAB2805null,full-length,,24,5,CV(CPM),0.838821636412207
edgeRQLFDetRate,EMTAB2805null,full-length,,24,5,CV(CPM),0.774983558265584
DESeq2betapFALSE,EMTAB2805null,full-length,,24,5,CV(CPM),-0.0958100709226417
DEsingle,EMTAB2805null,full-length,,24,5,CV(CPM),0.108578033754557
zinbwaveedgeR,EMTAB2805null,full-length,,24,5,CV(CPM),0.131207450979695
zinbwaveDESeq2,EMTAB2805null,full-length,,24,5,CV(CPM),-0.195741583509901
DESeq2LRT,EMTAB2805null,full-length,,24,5,CV(CPM),-0.189080645043903
BPSC,EMTAB2805null,full-length,,24,5,CV(CPM),0.280594880924954
edgeRLRT,EMTAB2805null,full-length,,12,1,Fraction zeros,-0.242527902188179
NODES,EMTAB2805null,full-length,,12,1,Fraction zeros,-1.00889943132262
DESeq2,EMTAB2805null,full-length,,12,1,Fraction zeros,-0.315996022203995
DESeq2nofilt,EMTAB2805null,full-length,,12,1,Fraction zeros,-0.316646846452714
edgeRLRTdeconv,EMTAB2805null,full-length,,12,1,Fraction zeros,-0.126261739935547
edgeRLRTrobust,EMTAB2805null,full-length,,12,1,Fraction zeros,-0.0572907190155947
SeuratBimod,EMTAB2805null,full-length,,12,1,Fraction zeros,-0.563810775649042
SeuratBimodnofilt,EMTAB2805null,full-length,,12,1,Fraction zeros,-0.109010007537888
SeuratTobit,EMTAB2805null,full-length,,12,1,Fraction zeros,0.455533957170819
monoclecensus,EMTAB2805null,full-length,,12,1,Fraction zeros,0.106034712906696
monocle,EMTAB2805null,full-length,,12,1,Fraction zeros,0.352404545049197
monoclecount,EMTAB2805null,full-length,,12,1,Fraction zeros,0.665665005587443
DESeq2betapFALSE,EMTAB2805null,full-length,,12,1,Fraction zeros,-0.195618300248557
DEsingle,EMTAB2805null,full-length,,12,1,Fraction zeros,-0.594591222281582
zinbwaveDESeq2,EMTAB2805null,full-length,,12,1,Fraction zeros,-0.346037504326237
DESeq2LRT,EMTAB2805null,full-length,,12,1,Fraction zeros,-0.555765903523749
BPSC,EMTAB2805null,full-length,,12,1,Fraction zeros,-0.0478402565823757
edgeRLRT,EMTAB2805null,full-length,,12,1,log2(average CPM),0.549010610797179
NODES,EMTAB2805null,full-length,,12,1,log2(average CPM),1.01376995014179
DESeq2,EMTAB2805null,full-length,,12,1,log2(average CPM),0.486086505847385
DESeq2nofilt,EMTAB2805null,full-length,,12,1,log2(average CPM),0.457350776531038
edgeRLRTdeconv,EMTAB2805null,full-length,,12,1,log2(average CPM),0.528460260462146
edgeRLRTrobust,EMTAB2805null,full-length,,12,1,log2(average CPM),0.384245389430126
SeuratBimod,EMTAB2805null,full-length,,12,1,log2(average CPM),0.808159201566706
SeuratBimodnofilt,EMTAB2805null,full-length,,12,1,log2(average CPM),0.112826373887643
SeuratTobit,EMTAB2805null,full-length,,12,1,log2(average CPM),-0.137264386042313
monoclecensus,EMTAB2805null,full-length,,12,1,log2(average CPM),0.364374683653286
monocle,EMTAB2805null,full-length,,12,1,log2(average CPM),-0.0847258111345647
monoclecount,EMTAB2805null,full-length,,12,1,log2(average CPM),-0.0532712962671939
DESeq2betapFALSE,EMTAB2805null,full-length,,12,1,log2(average CPM),0.44185914397911
DEsingle,EMTAB2805null,full-length,,12,1,log2(average CPM),0.506128780531588
zinbwaveDESeq2,EMTAB2805null,full-length,,12,1,log2(average CPM),0.491574413655952
DESeq2LRT,EMTAB2805null,full-length,,12,1,log2(average CPM),0.459397420481498
BPSC,EMTAB2805null,full-length,,12,1,log2(average CPM),0.510242732296095
edgeRLRT,EMTAB2805null,full-length,,12,1,log2(variance(CPM)),0.678707480626681
NODES,EMTAB2805null,full-length,,12,1,log2(variance(CPM)),1.01774216471292
DESeq2,EMTAB2805null,full-length,,12,1,log2(variance(CPM)),0.562550244009592
DESeq2nofilt,EMTAB2805null,full-length,,12,1,log2(variance(CPM)),0.588062841830374
edgeRLRTdeconv,EMTAB2805null,full-length,,12,1,log2(variance(CPM)),0.652904558985362
edgeRLRTrobust,EMTAB2805null,full-length,,12,1,log2(variance(CPM)),0.437882462216114
SeuratBimod,EMTAB2805null,full-length,,12,1,log2(variance(CPM)),0.940835894710663
SeuratBimodnofilt,EMTAB2805null,full-length,,12,1,log2(variance(CPM)),0.175867498043234
SeuratTobit,EMTAB2805null,full-length,,12,1,log2(variance(CPM)),-0.110875080652444
monoclecensus,EMTAB2805null,full-length,,12,1,log2(variance(CPM)),0.500544468673003
monocle,EMTAB2805null,full-length,,12,1,log2(variance(CPM)),-0.0403990685728044
monoclecount,EMTAB2805null,full-length,,12,1,log2(variance(CPM)),0.124512906869314
DESeq2betapFALSE,EMTAB2805null,full-length,,12,1,log2(variance(CPM)),0.525991853530014
DEsingle,EMTAB2805null,full-length,,12,1,log2(variance(CPM)),0.652428642073964
zinbwaveDESeq2,EMTAB2805null,full-length,,12,1,log2(variance(CPM)),0.579322995601394
DESeq2LRT,EMTAB2805null,full-length,,12,1,log2(variance(CPM)),0.544459636506062
BPSC,EMTAB2805null,full-length,,12,1,log2(variance(CPM)),0.658965649007407
edgeRLRT,EMTAB2805null,full-length,,12,1,CV(CPM),0.258287169172914
NODES,EMTAB2805null,full-length,,12,1,CV(CPM),-0.728504186497439
DESeq2,EMTAB2805null,full-length,,12,1,CV(CPM),-0.0965927085885598
DESeq2nofilt,EMTAB2805null,full-length,,12,1,CV(CPM),0.20514257925756
edgeRLRTdeconv,EMTAB2805null,full-length,,12,1,CV(CPM),0.2518512918953
edgeRLRTrobust,EMTAB2805null,full-length,,12,1,CV(CPM),-0.156754566614035
SeuratBimod,EMTAB2805null,full-length,,12,1,CV(CPM),-0.038282577556428
SeuratBimodnofilt,EMTAB2805null,full-length,,12,1,CV(CPM),0.102822079121364
SeuratTobit,EMTAB2805null,full-length,,12,1,CV(CPM),-0.0198303047441256
monoclecensus,EMTAB2805null,full-length,,12,1,CV(CPM),0.32650699545071
monocle,EMTAB2805null,full-length,,12,1,CV(CPM),0.105640141215723
monoclecount,EMTAB2805null,full-length,,12,1,CV(CPM),0.827993961995868
DESeq2betapFALSE,EMTAB2805null,full-length,,12,1,CV(CPM),-0.0503255770389842
DEsingle,EMTAB2805null,full-length,,12,1,CV(CPM),0.37022180193061
zinbwaveDESeq2,EMTAB2805null,full-length,,12,1,CV(CPM),-0.136174945460623
DESeq2LRT,EMTAB2805null,full-length,,12,1,CV(CPM),-0.132352766497913
BPSC,EMTAB2805null,full-length,,12,1,CV(CPM),0.111598548833248
edgeRLRT,EMTAB2805null,full-length,,12,2,Fraction zeros,0.102952641439281
NODES,EMTAB2805null,full-length,,12,2,Fraction zeros,-0.822863115017084
DESeq2,EMTAB2805null,full-length,,12,2,Fraction zeros,-0.346687512715414
DESeq2nofilt,EMTAB2805null,full-length,,12,2,Fraction zeros,-0.256688438906329
edgeRLRTdeconv,EMTAB2805null,full-length,,12,2,Fraction zeros,0.115833514518014
edgeRLRTrobust,EMTAB2805null,full-length,,12,2,Fraction zeros,0.0451173739467274
SeuratBimod,EMTAB2805null,full-length,,12,2,Fraction zeros,-0.553893001065645
SeuratBimodnofilt,EMTAB2805null,full-length,,12,2,Fraction zeros,-0.131998306819497
monoclecensus,EMTAB2805null,full-length,,12,2,Fraction zeros,-0.00393531727040165
monocle,EMTAB2805null,full-length,,12,2,Fraction zeros,0.32380075498033
metagenomeSeq,EMTAB2805null,full-length,,12,2,Fraction zeros,0.247991797837169
monoclecount,EMTAB2805null,full-length,,12,2,Fraction zeros,0.680964029642818
edgeRQLFDetRate,EMTAB2805null,full-length,,12,2,Fraction zeros,0.69089889345141
DESeq2betapFALSE,EMTAB2805null,full-length,,12,2,Fraction zeros,-0.199996498412461
DEsingle,EMTAB2805null,full-length,,12,2,Fraction zeros,-0.863746024124568
zinbwaveDESeq2,EMTAB2805null,full-length,,12,2,Fraction zeros,-0.336894823038618
DESeq2LRT,EMTAB2805null,full-length,,12,2,Fraction zeros,-0.604480579951387
BPSC,EMTAB2805null,full-length,,12,2,Fraction zeros,0.00880825113804341
edgeRLRT,EMTAB2805null,full-length,,12,2,log2(average CPM),0.304905482469797
NODES,EMTAB2805null,full-length,,12,2,log2(average CPM),0.901420082322677
DESeq2,EMTAB2805null,full-length,,12,2,log2(average CPM),0.45582403503661
DESeq2nofilt,EMTAB2805null,full-length,,12,2,log2(average CPM),0.400100717095331
edgeRLRTdeconv,EMTAB2805null,full-length,,12,2,log2(average CPM),0.298986971059804
edgeRLRTrobust,EMTAB2805null,full-length,,12,2,log2(average CPM),0.349408435346987
SeuratBimod,EMTAB2805null,full-length,,12,2,log2(average CPM),0.779879241284297
SeuratBimodnofilt,EMTAB2805null,full-length,,12,2,log2(average CPM),0.119059591135423
monoclecensus,EMTAB2805null,full-length,,12,2,log2(average CPM),0.443324616394052
monocle,EMTAB2805null,full-length,,12,2,log2(average CPM),-0.0843175103116545
metagenomeSeq,EMTAB2805null,full-length,,12,2,log2(average CPM),0.363315506972445
monoclecount,EMTAB2805null,full-length,,12,2,log2(average CPM),-0.0632222322314982
edgeRQLFDetRate,EMTAB2805null,full-length,,12,2,log2(average CPM),-0.141896313785135
DESeq2betapFALSE,EMTAB2805null,full-length,,12,2,log2(average CPM),0.447002907291004
DEsingle,EMTAB2805null,full-length,,12,2,log2(average CPM),0.307179947028602
zinbwaveDESeq2,EMTAB2805null,full-length,,12,2,log2(average CPM),0.480516357285526
DESeq2LRT,EMTAB2805null,full-length,,12,2,log2(average CPM),0.551964481802951
BPSC,EMTAB2805null,full-length,,12,2,log2(average CPM),0.479072355033705
edgeRLRT,EMTAB2805null,full-length,,12,2,log2(variance(CPM)),0.418836594049701
NODES,EMTAB2805null,full-length,,12,2,log2(variance(CPM)),0.828511403678113
DESeq2,EMTAB2805null,full-length,,12,2,log2(variance(CPM)),0.526986527504536
DESeq2nofilt,EMTAB2805null,full-length,,12,2,log2(variance(CPM)),0.533050860735447
edgeRLRTdeconv,EMTAB2805null,full-length,,12,2,log2(variance(CPM)),0.410145430586189
edgeRLRTrobust,EMTAB2805null,full-length,,12,2,log2(variance(CPM)),0.427132072242522
SeuratBimod,EMTAB2805null,full-length,,12,2,log2(variance(CPM)),0.896890885619866
SeuratBimodnofilt,EMTAB2805null,full-length,,12,2,log2(variance(CPM)),0.183585874522006
monoclecensus,EMTAB2805null,full-length,,12,2,log2(variance(CPM)),0.579934658814249
monocle,EMTAB2805null,full-length,,12,2,log2(variance(CPM)),-0.045004555148905
metagenomeSeq,EMTAB2805null,full-length,,12,2,log2(variance(CPM)),0.473766702772369
monoclecount,EMTAB2805null,full-length,,12,2,log2(variance(CPM)),0.113903386474174
edgeRQLFDetRate,EMTAB2805null,full-length,,12,2,log2(variance(CPM)),-0.00470343211715182
DESeq2betapFALSE,EMTAB2805null,full-length,,12,2,log2(variance(CPM)),0.532674751582488
DEsingle,EMTAB2805null,full-length,,12,2,log2(variance(CPM)),0.481865217387085
zinbwaveDESeq2,EMTAB2805null,full-length,,12,2,log2(variance(CPM)),0.559915184236797
DESeq2LRT,EMTAB2805null,full-length,,12,2,log2(variance(CPM)),0.634435326958923
BPSC,EMTAB2805null,full-length,,12,2,log2(variance(CPM)),0.613866127653861
